Name,Date of Birth,Nationality,Link
Nickolas SCUDDER,,USA,https://worldathletics.org/athletes/united-states/nickolas-scudder-014876055
Asbel KIPLIMO,2003,KEN,https://worldathletics.org/athletes/kenya/asbel-kiplimo-14615181
Yitayew ABUHAY,01 DEC 1996,ISR,https://worldathletics.org/athletes/israel/yitayew-abuhay-14683161
Amine BRAHIMI,12 OCT 1995,ALG,https://worldathletics.org/athletes/algeria/amine-brahimi-014801499
Moses KIBET,04 FEB 1997,KEN,https://worldathletics.org/athletes/kenya/moses-kibet-14746654
Jacob ALLEN,03 OCT 1994,GBR,https://worldathletics.org/athletes/great-britain-ni/jacob-allen-014533040
Ryan ADAMS,25 JUL 1996,MEX,https://worldathletics.org/athletes/mexico/ryan-adams-14529726
Yuki ISHII,03 DEC 1997,JPN,https://worldathletics.org/athletes/japan/yuki-ishii-014780870
Roberto ALAIZ,20 JUL 1990,ESP,https://worldathletics.org/athletes/spain/roberto-alaiz-14370728
Aidan TOOKER,26 JUN 1998,USA,https://worldathletics.org/athletes/united-states/aidan-tooker-014636631
Dominic LETTING,10 NOV 1994,KEN,https://worldathletics.org/athletes/kenya/dominic-letting-014766282
Cyrus MUTAI,08 JAN 1993,KEN,https://worldathletics.org/athletes/kenya/cyrus-mutai-014855726
Duarte GOMES,24 NOV 2000,POR,https://worldathletics.org/athletes/portugal/duarte-gomes-014804069
Felix KIRUI,1986,KEN,https://worldathletics.org/athletes/kenya/felix-kirui-14615168
Simon EKIDOR,1997,KEN,https://worldathletics.org/athletes/kenya/simon-ekidor-14920309
Eduardo MENACHO,25 NOV 1999,ESP,https://worldathletics.org/athletes/spain/eduardo-menacho-014677463
Mustapha AKKAOUI,15 JAN 2000,MAR,https://worldathletics.org/athletes/morocco/mustapha-akkaoui-14848930
Vincent KIMUTAI,16 DEC 1996,KEN,https://worldathletics.org/athletes/kenya/vincent-kimutai-014818922
Adane KEBEDE,1996,ETH,https://worldathletics.org/athletes/ethiopia/adane-kebede-14932836
Torazo KAI,05 NOV 1998,JPN,https://worldathletics.org/athletes/japan/torazo-kai-014821558
Mulugeta Asefa UMA,12 MAR 1998,ETH,https://worldathletics.org/athletes/ethiopia/mulugeta-asefa-uma-014661608
Adugna TAKELE,26 FEB 1989,ETH,https://worldathletics.org/athletes/ethiopia/adugna-takele-014473679
Hiroto YOSHIOKA,18 MAY 2004,JPN,https://worldathletics.org/athletes/japan/hiroto-yoshioka-14954030
Yuto AKAHOSHI,08 MAR 2002,JPN,https://worldathletics.org/athletes/japan/yuto-akahoshi-014854872
Abdessamad OUKHELFEN,18 DEC 1998,ESP,https://worldathletics.org/athletes/spain/abdessamad-oukhelfen-14708418
Abderrazak CHARIK,19 SEP 1997,FRA,https://worldathletics.org/athletes/france/abderrazak-charik-14648912
Kento OTSU,07 DEC 1991,JPN,https://worldathletics.org/athletes/japan/kento-otsu-014446238
Diego BRAVO,23 JUN 1999,ESP,https://worldathletics.org/athletes/spain/diego-bravo-014739440
Luis OSTOS,09 AUG 1992,PER,https://worldathletics.org/athletes/peru/luis-ostos-14591282
Kaan Kigen ÖZBILEN,15 JAN 1986,TUR,https://worldathletics.org/athletes/turkey/kaan-kigen-ozbilen-14208053
Tatsuya IYODA,18 JUL 2000,JPN,https://worldathletics.org/athletes/japan/tatsuya-iyoda-014841941
Sean MAISON,,USA,https://worldathletics.org/athletes/united-states/sean-maison-014971485
Felix KURUI,,KEN,https://worldathletics.org/athletes/kenya/felix-kurui-014863199
Hyuga ENDO,05 AUG 1998,JPN,https://worldathletics.org/athletes/japan/hyuga-endo-14671549
Morgan BEADLESCOMB,01 JUN 1998,USA,https://worldathletics.org/athletes/united-states/morgan-beadlescomb-14708130
Robin VAN RIEL,30 APR 2000,NED,https://worldathletics.org/athletes/netherlands/robin-van-riel-14754668
Ryoji TATEZAWA,16 MAY 1997,JPN,https://worldathletics.org/athletes/japan/ryoji-tatezawa-14668323
Ibrahim HASSAN,01 JAN 1997,DJI,https://worldathletics.org/athletes/djibouti/ibrahim-hassan-14690376
Tetsuya YOROIZAKA,20 MAR 1990,JPN,https://worldathletics.org/athletes/japan/tetsuya-yoroizaka-14327538
Ryan JOHNSON,19 JUL 2001,USA,https://worldathletics.org/athletes/united-states/ryan-johnson-14930206
Hiroto FUJIMAGARI,26 MAY 1997,JPN,https://worldathletics.org/athletes/japan/hiroto-fujimagari-014814034
Brodey HASTY,15 NOV 1999,USA,https://worldathletics.org/athletes/united-states/brodey-hasty-14743332
Tomoya OGIKUBO,11 DEC 1997,JPN,https://worldathletics.org/athletes/japan/tomoya-ogikubo-014813995
Gerba DIBABA,14 OCT 2000,ETH,https://worldathletics.org/athletes/ethiopia/gerba-dibaba-15002391
Julian RANC,14 SEP 1996,FRA,https://worldathletics.org/athletes/france/julian-ranc-14590172
Tachlowini GABRIYESOS,01 JAN 1998,ART,https://worldathletics.org/athletes/athlete-refugee-team/tachlowini-gabriyesos-14737736
William AMPONSAH,11 DEC 1999,GHA,https://worldathletics.org/athletes/ghana/william-amponsah-14786183
Abderrahman EL KHAYAMI,11 AUG 1995,ESP,https://worldathletics.org/athletes/spain/abderrahman-el-khayami-14677462
Jack SALISBURY,05 JAN 1998,USA,https://worldathletics.org/athletes/united-states/jack-salisbury-014625880
Adehena KASAYE,13 SEP 2003,ETH,https://worldathletics.org/athletes/ethiopia/adehena-kasaye-14977659
Pasquale SELVAROLO,28 NOV 1999,ITA,https://worldathletics.org/athletes/italy/pasquale-selvarolo-14763495
Ren YONEMITSU,27 FEB 1998,JPN,https://worldathletics.org/athletes/japan/ren-yonemitsu-014776366
Dawit SEARE,29 DEC 2004,ERI,https://worldathletics.org/athletes/eritrea/dawit-seare-14985194
Andrew PEVERILL,14 MAR 1999,CAN,https://worldathletics.org/athletes/canada/andrew-peverill-14717426
Kazuki MURAMOTO,10 NOV 1992,JPN,https://worldathletics.org/athletes/japan/kazuki-muramoto-014632529
